Tile Rack #1: Playing GLEG earns 6 points, the max possible.
Tile Rack #938: Playing GUVS earns 8 points, the max possible.

Tile Rack #939: Playing JAY earns 13 points, the max possible.

Tile Rack #940: Playing MUTTER earns 8 points, the max possible.

Tile Rack #941: Playing KITH earns 11 points, the max possible.

Tile Rack #942: Playing SPY earns 8 points, the max possible.

Tile Rack #943: Playing QI earns 11 points, the max possible.

Tile Rack #944: Playing DOGGO earns 8 points, the max possible.

Tile Rack #945: Playing JOY earns 13 points, the max possible.

Tile Rack #946: Playing CAGY earns 10 points, the max possible.

Tile Rack #947: Playing OXY earns 13 points, the max possible.

Tile Rack #948: Playing LYMPH earns 15 points, the max possible.

Tile Rack #949: Playing HM earns 7 points, the max possible.

Tile Rack #950: Playing QIS earns 12 points, the max possible.

Tile Rack #951: Playing BEAKY earns 14 points, the max possible.

Tile Rack #952: Playing VUGG earns 9 points, the max possible.

Tile Rack #953: Playing BULK earns 10 points, the max possible.

Tile Rack #954: Playing MINX earns 13 points, the max possible.

Tile Rack #955: Playing CRAFTY earns 14 points, the max possible.

Tile Rack #956: Playing LOWN earns 7 points, the max possible.

Tile Rack #957: Playing IVY earns 9 points, the max possible.

Tile Rack #958: Playing HIP earns 8 points, the max possible.

Tile Rack #959: Playing BOYS earns 9 points, the max possible.

Tile Rack #960: Playing PIGNUS earns 9 points, the max possible.

Tile Rack #961: Playing WAXY earns 17 points, the max possible.

Tile Rack #962: Playing LYCEE earns 10 points, the max possible.

Tile Rack #963: Playing BESHAME earns 14 points, the max possible.

Tile Rack #964: Playing MILCH earns 12 points, the max possible.

Tile Rack #965: Playing CWM earns 10 points, the max possible.

Tile Rack #966: Playing JOUK earns 15 points, the max possible.

Tile Rack #967: Playing ICKY earns 13 points, the max possible.

Tile Rack #968: Playing HYP earns 11 points, the max possible.

Tile Rack #969: Playing BANDS earns 8 points, the max possible.

Tile Rack #970: Playing KEX earns 14 points, the max possible.

Tile Rack #971: Playing IVY earns 9 points, the max possible.

Tile Rack #972: Playing COPY earns 11 points, the max possible.

Tile Rack #973: Playing HAZANS earns 18 points, the max possible.

Tile Rack #974: Playing FEHS earns 10 points, the max possible.

Tile Rack #975: Playing MOPY earns 11 points, the max possible.

Tile Rack #976: Playing GYM earns 9 points, the max possible.

Tile Rack #977: Playing GYVE earns 11 points, the max possible.

Tile Rack #978: Playing MEOWS earns 10 points, the max possible.

Tile Rack #979: Playing COZ earns 14 points, the max possible.

Tile Rack #980: Playing CUP earns 7 points, the max possible.

Tile Rack #981: Playing ZYGOID earns 20 points, the max possible.

Tile Rack #982: Playing FOLLOW earns 12 points, the max possible.

Tile Rack #983: Playing GRAVES earns 10 points, the max possible.

Tile Rack #984: Playing ZEK earns 16 points, the max possible.

Tile Rack #985: Playing SKELMS earns 12 points, the max possible.

Tile Rack #986: Playing FAD earns 7 points, the max possible.

Tile Rack #987: Playing CWM earns 10 points, the max possible.

Tile Rack #988: Playing FLOP earns 9 points, the max possible.

Tile Rack #989: Playing THIRD earns 9 points, the max possible.

Tile Rack #990: Playing ZED earns 13 points, the max possible.

Tile Rack #991: Playing JINX earns 18 points, the max possible.

Tile Rack #992: Playing PHT earns 8 points, the max possible.

Tile Rack #993: Playing COX earns 12 points, the max possible.

Tile Rack #994: Playing UNFIX earns 15 points, the max possible.

Tile Rack #995: Playing PECK earns 12 points, the max possible.

Tile Rack #996: Playing FOYS earns 10 points, the max possible.

Tile Rack #997: Playing HID earns 7 points, the max possible.

Tile Rack #998: Playing QIS earns 12 points, the max possible.

Tile Rack #999: Playing JIG earns 11 points, the max possible.

Tile Rack #1000: Playing VAMP earns 11 points, the max possible.

Tile Rack #1001: Playing AAHS earns 7 points, the max possible.

Tile Rack #1002: Playing AAHS earns 7 points, the max possible.

Tile Rack #1003: Playing AAHS earns 7 points, the max possible.

Tile Rack #1004: Playing AAHS earns 7 points, the max possible.

Tile Rack #1005: Playing AAHS earns 7 points, the max possible.

Tile Rack #1006: Playing HAES earns 7 points, the max possible.

Tile Rack #1007: Playing HAES earns 7 points, the max possible.

Tile Rack #1008: Playing HAES earns 7 points, the max possible.

Tile Rack #1009: Playing AAHS earns 7 points, the max possible.

Tile Rack #1010: Playing HAES earns 7 points, the max possible.

Tile Rack #1011: Playing HAES earns 7 points, the max possible.

Tile Rack #1012: Playing HAES earns 7 points, the max possible.

Tile Rack #1013: Playing AAHS earns 7 points, the max possible.

Tile Rack #1014: Playing HAES earns 7 points, the max possible.

Tile Rack #1015: Playing HAES earns 7 points, the max possible.

Tile Rack #1016: Playing AAHS earns 7 points, the max possible.

Tile Rack #1017: Playing HOES earns 7 points, the max possible.

Tile Rack #1018: Playing HOES earns 7 points, the max possible.

Tile Rack #1019: Playing HOES earns 7 points, the max possible.

Tile Rack #1020: Playing KADIS earns 10 points, the max possible.

Tile Rack #1021: Playing REVERTS earns 10 points, the max possible.

